Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 19112022-074735, 53, 1, 1, 43, 32, 15996.0, 31.00570559501648, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B6070> | 
AS, 19112022-074810, 53, 1, 1, 49, 38, 15515.0, 35.52262353897095, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B6CD0> | 
AS, 19112022-074835, 53, 1, 1, 35, 24, 16622.0, 25.41372323036194, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B36A0> | 
AS, 19112022-074900, 53, 1, 1, 34, 23, 15972.0, 24.629588842391968, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B3970> | 
AS, 19112022-074923, 53, 1, 1, 32, 21, 15990.0, 22.869673252105713, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B6E80> | 
AS, 19112022-074940, 53, 1, 1, 24, 13, 16459.0, 17.24598717689514, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B3580> | 
AS, 19112022-075011, 53, 1, 1, 42, 31, 16374.0, 30.375261068344116, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B3CD0> | 
AS, 19112022-075031, 53, 1, 1, 29, 18, 16540.0, 20.737332105636597, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B31F0> | 
AS, 19112022-075051, 53, 1, 1, 28, 17, 15434.0, 19.95864963531494, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B3460> | 
AS, 19112022-075112, 53, 1, 1, 29, 18, 16139.0, 21.15236258506775, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000016E961B3280> | 
