Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 30112022-091434, 26, 5, 5, 39, 23, 5621949, 6.155725717544556, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4AF0> | 
AS, 30112022-091436, 26, 5, 5, 17, 1, 5616239, 2.5975561141967773, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F8B24F0> | 
AS, 30112022-091441, 26, 5, 5, 28, 12, 5596674, 4.1987786293029785, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F863EB0> | 
AS, 30112022-091444, 26, 5, 5, 22, 6, 5630815, 3.3208136558532715, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F8B20D0> | 
AS, 30112022-091446, 26, 5, 5, 16, 0, 5685480, 2.462883949279785, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F8B23D0> | 
ACO, 30112022-091457, 53, 5, 5, 31, 15, 5616321, 10.671473979949951, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4280> | 
ACO, 30112022-091509, 53, 5, 5, 33, 17, 5594611, 11.4078369140625, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4160> | 
ACO, 30112022-091521, 53, 5, 5, 37, 21, 5630016, 12.675989866256714, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4430> | 
ACO, 30112022-091527, 53, 5, 5, 17, 1, 5644683, 6.003804683685303, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C86FBA1E80> | 
ACO, 30112022-091541, 53, 5, 5, 39, 23, 5597598, 13.328114986419678, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C86FBA1A30> | 
MMAS, 30112022-091555, 53, 5, 5, 48, 0, 5623846, 14.032772541046143, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 1.975713970672581e-07 |min_pheromone = 2.010631530706e-09 |smoothing_coef = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4D00> | 
MMAS, 30112022-091609, 53, 5, 5, 48, 0, 5652430, 14.036311388015747, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 1.9657229034434945e-07 |min_pheromone = 2.0004638874669506e-09 |smoothing_coef = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4820> | 
MMAS, 30112022-091629, 53, 5, 5, 70, 54, 5614127, 20.72054147720337, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 1.9791342645278796e-07 |min_pheromone = 2.0141122727424612e-09 |smoothing_coef = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4C10> | 
MMAS, 30112022-091650, 53, 5, 5, 69, 21, 5615987, 20.24361252784729, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 1.9784787805084148e-07 |min_pheromone = 2.0134452040994426e-09 |smoothing_coef = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4DC0> | 
MMAS, 30112022-091707, 53, 5, 5, 60, 12, 5591972, 17.59693956375122, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 2.0 |best_pheromone_selection_prob = 0.05 |max_pheromone = 1.986975455369074e-07 |min_pheromone = 2.022092043993571e-09 |smoothing_coef = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB41C0> | 
ASRANK, 30112022-091718, 53, 5, 5, 38, 22, 5628671, 11.228760957717896, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C86FBA1EE0> | 
ASRANK, 30112022-091726, 53, 5, 5, 25, 9, 5611497, 7.859602451324463, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4D30> | 
ASRANK, 30112022-091732, 53, 5, 5, 20, 4, 5632479, 6.090559482574463, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4790> | 
ASRANK, 30112022-091741, 53, 5, 5, 30, 14, 5621630, 8.975912809371948, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C86FBA1E50> | 
ASRANK, 30112022-091756, 53, 5, 5, 50, 34, 5600094, 14.853500604629517, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.1 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80FAB4730> | 
ASRANK, 30112022-092241, 53, 5, 5, 32, 16, 5615749, 9.858687400817871, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.9 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80F9174C0> | 
ASRANK, 30112022-092247, 53, 5, 5, 18, 2, 5606164, 5.623465299606323, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.9 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80F921F70> | 
ASRANK, 30112022-092257, 53, 5, 5, 32, 16, 5636093, 10.222354888916016, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.9 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80F921760> | 
ASRANK, 30112022-092302, 53, 5, 5, 18, 2, 5635718, 5.4971230030059814, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.9 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80F921370> | 
ASRANK, 30112022-092311, 53, 5, 5, 30, 14, 5612781, 8.927797555923462, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.9 |startpheromone = 1.0 |elite_multiplier = 25 |globalbest = <ant_defs.QapAnt object at 0x000002C80F921880> | 
