Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 30112022-083226, 26, 10, 10, 17, 1, 1368, 0.9242808818817139, pheromone_preference = 10 |heuristic_preference = 10 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93B610> | 
AS, 30112022-083227, 26, 10, 10, 16, 0, 1358, 0.8293097019195557, pheromone_preference = 10 |heuristic_preference = 10 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93B190> | 
AS, 30112022-083228, 26, 10, 10, 22, 6, 1372, 1.1010735034942627, pheromone_preference = 10 |heuristic_preference = 10 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93BB20> | 
AS, 30112022-083229, 26, 10, 10, 19, 3, 1272, 1.0139834880828857, pheromone_preference = 10 |heuristic_preference = 10 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F8A5EB0> | 
AS, 30112022-083230, 26, 10, 10, 17, 1, 1348, 0.8866612911224365, pheromone_preference = 10 |heuristic_preference = 10 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |globalbest = <ant_defs.QapAnt object at 0x000002C80F921D60> | 
ACO, 30112022-084441, 53, 5, 10, 30, 14, 1356, 3.2816717624664307, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93B9D0> | 
ACO, 30112022-084443, 53, 5, 10, 20, 4, 1324, 2.193720579147339, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93B160> | 
ACO, 30112022-084447, 53, 5, 10, 31, 15, 1360, 3.453122138977051, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80F917940> | 
ACO, 30112022-084450, 53, 5, 10, 29, 13, 1348, 3.2380242347717285, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80F93BBB0> | 
ACO, 30112022-084453, 53, 5, 10, 22, 6, 1362, 2.484847068786621, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 1 |evaporation = 0.5 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.QapAnt object at 0x000002C80F917400> | 
