Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 15112022-131239, 100, 1, 1, 41, 30, 332133.0, 126.48665714263916, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342DAF1C0> | 
AS, 15112022-131457, 100, 1, 1, 45, 34, 324141.0, 138.0910747051239, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342CD9A30> | 
AS, 15112022-131631, 100, 1, 1, 30, 19, 327531.0, 93.4285957813263, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x00000213221757F0> | 
AS, 15112022-131835, 100, 1, 1, 40, 29, 346036.0, 123.96310949325562, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021344046730> | 
AS, 15112022-132009, 100, 1, 1, 30, 19, 331183.0, 93.77734565734863, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342DAFEB0> | 
AS, 15112022-132200, 100, 1, 1, 36, 25, 330803.0, 111.28197073936462, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021344046AC0> | 
AS, 15112022-132327, 100, 1, 1, 28, 17, 326754.0, 87.30534934997559, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342DAFEE0> | 
AS, 15112022-132513, 100, 1, 1, 34, 23, 341651.0, 105.44337844848633, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342DA9BE0> | 
AS, 15112022-132655, 100, 1, 1, 33, 22, 342905.0, 102.49734425544739, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x00000213440465E0> | 
AS, 15112022-132902, 100, 1, 1, 41, 30, 338711.0, 126.3335120677948, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |globalbest = <ant_defs.Ant object at 0x0000021342D28790> | 
ACO, 15112022-133043, 100, 1, 1, 28, 17, 181055.0, 101.54452800750732, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000021342DAFB20> | 
ACO, 15112022-133342, 100, 1, 1, 50, 39, 189977.0, 179.1759650707245, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000021342D93D00> | 
ACO, 15112022-133734, 100, 1, 1, 64, 53, 185993.0, 231.649010181427, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000021342DAF610> | 
ACO, 15112022-133952, 100, 1, 1, 39, 28, 181105.0, 137.593163728714, pheromone_preference = 1 |heuristic_preference = 1 |Qval = 1 |evaporation = 0.5 |startpheromone = 1.0 |selectionTypeConst = 0.5 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x0000021344046F40> | 
