Algorithm, Date, Population Count, alpha, beta, stagnation, best after, best, execution time, other variables 
AS, 16112022-093406, 100, 5, 5, 21, 10, 1413.0, 136.1175503730774, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203F40> | 
AS, 16112022-093609, 100, 5, 5, 19, 8, 1415.0, 122.71614050865173, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414AE620A0> | 
AS, 16112022-093819, 100, 5, 5, 20, 9, 1431.0, 129.72484612464905, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203400> | 
AS, 16112022-094021, 100, 5, 5, 19, 8, 1409.0, 122.37394618988037, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203AC0> | 
AS, 16112022-094218, 100, 5, 5, 18, 7, 1401.0, 116.87942671775818, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B2035E0> | 
AS, 16112022-094433, 100, 5, 5, 21, 10, 1426.0, 134.6799235343933, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203D90> | 
AS, 16112022-094642, 100, 5, 5, 20, 9, 1455.0, 129.39317059516907, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203160> | 
AS, 16112022-094834, 100, 5, 5, 17, 6, 1455.0, 112.33407878875732, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414AFBBE50> | 
AS, 16112022-095125, 100, 5, 5, 27, 16, 1426.0, 170.9405972957611, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |globalbest = <ant_defs.Ant object at 0x000002414B203880> | 
ACO, 16112022-101225, 100, 5, 5, 31, 20, 1448.0, 285.56256794929504, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C48A820> | 
ACO, 16112022-101521, 100, 5, 5, 19, 8, 1448.0, 175.9894404411316, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C442CD0> | 
ACO, 16112022-101834, 100, 5, 5, 21, 10, 1454.0, 193.4466712474823, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C442850> | 
ACO, 16112022-102324, 100, 5, 5, 32, 21, 1459.0, 289.8853681087494, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C405E80> | 
ACO, 16112022-102554, 100, 5, 5, 16, 5, 1467.0, 149.51648449897766, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C405850> | 
ACO, 16112022-102843, 100, 5, 5, 18, 7, 1447.0, 168.84507822990417, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C405280> | 
ACO, 16112022-103255, 100, 5, 5, 27, 16, 1467.0, 252.54011845588684, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C442250> | 
ACO, 16112022-103605, 100, 5, 5, 19, 8, 1453.0, 189.8269190788269, pheromone_preference = 5 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.6 |startpheromone = 2.0 |selectionTypeConst = 0.3 |ACS_qlearn_gamma = 0.5 |globalbest = <ant_defs.Ant object at 0x000002414C416220> | 
ASRANK, 16112022-104134, 100, 5, 10, 15, 4, 1425.0, 98.1085889339447, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x000002414C4CB520> | 
ASRANK, 16112022-104309, 100, 5, 10, 15, 4, 1435.0, 95.83449459075928, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x000002414C405D30> | 
ASRANK, 16112022-104445, 100, 5, 10, 15, 4, 1417.0, 95.67846632003784, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x000002414C4E5B80> | 
ASRANK, 16112022-104615, 100, 5, 10, 14, 3, 1518.0, 89.59761714935303, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x000002414C4CB670> | 
ASRANK, 16112022-104756, 100, 5, 10, 15, 4, 1447.0, 101.56122732162476, pheromone_preference = 10 |heuristic_preference = 5 |Qval = 3 |evaporation = 0.8 |startpheromone = 1.0 |elite_multiplier = 50 |globalbest = <ant_defs.Ant object at 0x000002414C4CBDF0> | 
